M-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,M_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Audio_file_Pending,Metadata_notes,Source_Notes,Source Tag
0644,703,33.83,-6.92,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Tamesna Region, Morocco",27545,,0:01:33,T5543R16,T69.A1,Female Duet with Clapping,Women's Song,"Female soloist with supporting counter melody from partner, occasional male interjections spurring on song, steady clapping","Female lead, female counterpoint, male interjections, clapping",Female Voices; Male Voices; Clapping,,,Henri Lhote,1948,Previously Unpublished,"Mission Henri Lhote collection, Musee De L'Homme","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Recordings sent to A. L. from the Department d'Ethnomusicologie de Musee de L'Homme,@CNRS1948MissionHenriLhote
0645,,18.28,8,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Aïr Mountains, Niger",27545,,0:03:10,,4A30.A1,Azale,Camel song,"Azale signifies a song of A'ir: in this instance a typical ""camel song, "" evoking the sway and rhythm of the caravan as it sets out across the desert. ","Tuareg women of the Tamesguidda tribe with tendi (wooden drum), water drum and handclapping. ",Female Voices; Wooden Drum; Water Drum; Handclapping,,,Finola Holiday; Geoffrey Holiday,1960,Smithsonian Folkways,"Tuareg Music of the Southern Sahara. Folkways Records FE4470, 1960","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,https://folkways.si.edu/azale/islamica-world/music/track/smithsonian,@FW1960TuaregMusicOfSouthernSahara
0646,3035,14.68,-17.45,Africa,West Africa,Senegambia,Gambia/ S W Mauritania/ Senegal,Wolof,"Njau, MacCarthy Island, Upper Saloum District, Gambia; Ballangharr, Lower Saloum District, Gambia; Médina, Senegal",28744,,0:03:38,T5461R06,4A10.B2,Ndei Kumba,Comic Song; Géwél Song,"Mother Petticoat, humorous géwél song","Male solo, female chorus, handclapping",Male Voice; Female Voices; Handclapping,,,David Ames,1951,Smithsonian Folkways,"Wolof Music of Senegal and the Gambia. Ethnic Folkways Library. P462, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,All recordings from attributed to three separate but closely situated locations w/o further specification Coordinates are for Njau and Ballangharr. Coordinates for Ballangharr are rough; closely situated locations sharing this same name.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14766,@FW1955WolofMusicSenegalGambia
0647,3037,14.68,-17.45,Africa,West Africa,Senegambia,Gambia/ S W Mauritania/ Senegal,Wolof,"Njau, MacCarthy Island, Upper Saloum District, Gambia; Ballangharr, Lower Saloum District, Gambia; Médina, Senegal",28744,,0:02:51,T5461R08,4A10.B5,Manka Yira ,Praise Song; Géwél Song,"Griot praising audience members, one of the strings of the halam lute are named after the jinn Manka Yira","Male solo, xalam",Male Voice; Xalam,,,David Ames,1951,Smithsonian Folkways,"Wolof Music of Senegal and the Gambia. Ethnic Folkways Library. P462, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,All recordings from attributed to three separate but closely situated locations w/o further specification Coordinates are for Njau and Ballangharr. Coordinates for Ballangharr are rough; closely situated locations sharing this same name.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14769,@FW1955WolofMusicSenegalGambia
0648,3033,14.68,-17.45,Africa,West Africa,Senegambia,Gambia/ S W Mauritania/ Senegal,Wolof,"Njau, MacCarthy Island, Upper Saloum District, Gambia; Ballangharr, Lower Saloum District, Gambia; Médina, Senegal",28744,,0:02:38,T5461R02,4A10.A2,Wedding Dance Music,Wedding Song; Dance Song,Wedding dance song sung by female relatives and friends of bride,"Female chorus, sabar, gorong",Female Voices; Sabar; Gorong,,,David Ames,1951,Smithsonian Folkways,"Wolof Music of Senegal and the Gambia. Ethnic Folkways Library. P462, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,All recordings from attributed to three separate but closely situated locations w/o further specification Coordinates are for Njau and Ballangharr. Coordinates for Ballangharr are rough; closely situated locations sharing this same name.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14761,@FW1955WolofMusicSenegalGambia
0649,706,14.68,-17.45,Africa,West Africa,Senegambia,Gambia/ S W Mauritania/ Senegal,Wolof,"Njau, MacCarthy Island, Upper Saloum District, Gambia; Ballangharr, Lower Saloum District, Gambia; Médina, Senegal",28744,,0:02:25,T5461R01,4A10.A1,Secular Praise Song ,"Kendal; Praise Song, Song For Newborn; Ceremonial Song; Secular Song","Kendal sung at naming ceremony for chief's firstborn son, VG: melody is simlar to that of Adam de la Halle quoted in Gustav Resse ""Music and the Middle Ages"", the genre kendal, literally big shady tree where people rest for the day, was 'just introduced from Senegal', singers are female slaves of griots","Female chorus, gourd bowl resonator, hand clapping",Female Voices; Gourd Bowl Resonator; Hand Clapping,,,David Ames,1951,Smithsonian Folkways,"Wolof Music of Senegal and the Gambia. Ethnic Folkways Library. P462, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,All recordings from attributed to three separate but closely situated locations w/o further specification Coordinates are for Njau and Ballangharr. Coordinates for Ballangharr are rough; closely situated locations sharing this same name.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=7104,@FW1955WolofMusicSenegalGambia
0650,707,14.68,-17.45,Africa,West Africa,Senegambia,Gambia/ S W Mauritania/ Senegal,Wolof,"Njau, MacCarthy Island, Upper Saloum District, Gambia; Ballangharr, Lower Saloum District, Gambia; Médina, Senegal",28744,,0:05:54,T5461R03,4A10.A3; WFS7.27,Samba Gilajagi,Narrative Song; Story Song; Géwél Song,"Folk story performed by a géwél, professional entertainer","Male solo, xalam",Male Voice; Xalam,,,David Ames,1951,Smithsonian Folkways,"Wolof Music of Senegal and the Gambia. Ethnic Folkways Library. P462, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,All recordings from attributed to three separate but closely situated locations w/o further specification Coordinates are for Njau and Ballangharr. Coordinates for Ballangharr are rough; closely situated locations sharing this same name.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14762,@FW1955WolofMusicSenegalGambia
0651,3036,14.68,-17.45,Africa,West Africa,Senegambia,Gambia/ S W Mauritania/ Senegal,Wolof,"Njau, MacCarthy Island, Upper Saloum District, Gambia; Ballangharr, Lower Saloum District, Gambia; Médina, Senegal",28744,,0:04:30,T5461R07,4A10.B4,"Hasida, Hymns",Hymn,Holy man and followers singing Islamic hymns,"Male leader, morit, chorus, tabala drum, iron percussion","Male Voice, Morit; Voices; Tabala Drum; Iron Percussion",,,David Ames,1951,Smithsonian Folkways,"Wolof Music of Senegal and the Gambia. Ethnic Folkways Library. P462, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,All recordings from attributed to three separate but closely situated locations w/o further specification Coordinates are for Njau and Ballangharr. Coordinates for Ballangharr are rough; closely situated locations sharing this same name.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14768,@FW1955WolofMusicSenegalGambia
0652,3450,14.03,38.31,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Tigray Province, Ethiopia",10495,Old audio file #T5521R52,0:02:57,T5618R07,4A28.B1; WFS1F.52,Romantic Love Song,Love Song,"Romantic love song. The lyrics translate to ""Come to me in my dream/there is no one in the country I love like you""","Mixed vocals, tcherawata, single-stringed spike fiddle, coboro, two-headed drum","Mixed Voices; Tcherawata, Single-Stringed Spike Fiddle; Coboro, 2-Headed Drum",,,Harold Courlander,1943,Smithsonian Folkways,"Folk Music of Ethiopia. Folkways Record, FE4405, 1951","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14370,@FW1951FolkMusicOfEthiopia
0653,708,14.03,38.31,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Tigray Province, Ethiopia",10495,,0:02:56,T45020,4A28.B2,Song of Praise 'Eritrea',Praise Song; Leadership Song; Song For Royalty,"The lyrics translate to ""The Son of Ras Makonnen will feed us/ His justice is like that of an angel/ May God give long life to Haile Selassie/ the child of our country""","Mixed voices, tcherawata",Mixed Voices; Tcherawata,,,Harold Courlander,1943,Smithsonian Folkways,"Folk Music of Ethiopia. Folkways Records. FE4405, 1951","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/mixed-singers-with-tcherawata/song-of-praise-eritrea-mixed-voices-with-tcherawata/islamica-world/music/track/smithsonian,@FW1951FolkMusicOfEthiopia
0654,1856,8.98,38.75,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Addis Ababa, Ethiopia",10495,,0:04:30,T40019R04,T1540.4,Warrior's Song,Warrior's Song,Warrior's song,"Male leader, mixed chorus of eight to ten men, solo Ethiopian violin, guitar, flute",Male Voice;  8-10 Male Voices; Ethiopian Violin; Guitar; Flute,,,Ayelework Abebe,1960's-70's,Previously Unpublished,"Ayele Abebe, Ethiopia I. Music from Ethiopia","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Sent to A. L. by Dr. H. Fleming of American Museum of Natural History, dubbed recordings in Addis Ababa by Abebe; Includes Imperial Bodyguard Band, Army Band, Police Band, and Patriotic Association Band.",@ALC1960s-70sEthiopiaI
0655,1857,8.98,38.75,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Addis Ababa, Ethiopia",10495,,0:03:19,T40019R05,T1540.5,War Song,War Song,War song in modern arrangement,"Male solo, drumming, lute, flute, mixed or male chorus",Male Voice; Mixed Voices; Drumming; Lute; Flute,,,Ayelework Abebe,1960's-70's,Previously Unpublished,"Ayele Abebe, Ethiopia I. Music from Ethiopia","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"sent by Dr. H. Fleming of American Museum of Natural History; Includes Imperial Bodyguard Band, Army Band, Police Band, and Patriotic Association Band.",@ALC1960s-70sEthiopiaI
0656,1858,8.98,38.75,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Addis Ababa, Ethiopia",10495,,0:04:00,T40019R06,T1540.6,Traditional Love Song,Love Song,A traditional love song with modernized words and arrangement,"Male leader, female chorus, accordion, violin",Male Voice; Female Voices; Accordion; Violin,,,Ayelework Abebe,1960's-70's,Previously Unpublished,"Ayele Abebe, Ethiopia I. Music from Ethiopia","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Sent to A. L. by Dr. H. Fleming of American Museum of Natural History, dubbed recordings in Addis Ababa by Abebe; Includes Imperial Bodyguard Band, Army Band, Police Band, and Patriotic Association Band.",@ALC1960s-70sEthiopiaI
0657,1686,8.98,38.75,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Addis Ababa, Ethiopia",10495,,0:03:07,T40019R01,T1540 .1,Folk Song in Modern Arrangement,Folk Song,Folk song with a modern arrangement,"Female solo, orchestra",Female Voice; Orchestra,,,Ayelework Abebe,1960's-70's,Previously Unpublished,"Ayele Abebe, Ethiopia I. Music from Ethiopia","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Sent to A. L. by Dr. H. Fleming of American Museum of Natural History, dubbed recordings in Addis Ababa by Abebe; Includes Imperial Bodyguard Band, Army Band, Police Band, and Patriotic Association Band.",@ALC1960s-70sEthiopiaI
0658,3452,8.98,38.75,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Addis Ababa, Ethiopia",10495,Old audio file # T40020R02,0:03:10,T5596R07,T1541.2,My Medicine,Healing Song; Medicine Song,Medicine song,"Male leader, mixed chorus, drum, flute, clapping",Male Voice; Mixed Voices; Drum; Flute; Clapping,,,Ayelework Abebe,,Previously Unpublished,"Ayele Abebe, Ethiopia II. Music from Ethiopia","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Sent to A. L. by Dr. H. Fleming of American Museum of Natural History, dubbed recordings in Addis Ababa by Abebe; Includes Imperial Bodyguard Band, Army Band, Police Band, and Patriotic Association Band.",@ALC1960s-70sEthiopiaII
0659,1861,8.98,38.75,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Addis Ababa, Ethiopia",10495,Old audio file # T40020R03,0:04:07,T5596R06,T1541.3,Zemadie,Nostalgic Song,"Title translates to ""Kinfolk."" It is a song for people who are detribalized and lonely in the city, sung by a man in high breathy voice.","Male solo, male chorus, marengo (fiddle)",Male Voice; Male Voices; Marengo (Fiddle),,,Ayelework Abebe,,Previously Unpublished,"Ayele Abebe, Ethiopia I. Music from Ethiopia","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Sent to A. L. by Dr. H. Fleming of American Museum of Natural History, dubbed recordings in Addis Ababa by Abebe; Includes Imperial Bodyguard Band, Army Band, Police Band, and Patriotic Association Band.",@ALC1960s-70sEthiopiaI
0660,3453,8.98,38.75,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Addis Ababa, Ethiopia",10495,,0:08:41,T5596R08,T1541.4,My Medicine 2,Healing Song; Medicine Song,Medicine song,"Male solo, flute",Male Voice; Flute,,,Ayelework Abebe,,Previously Unpublished,"Ayele Abebe, Ethiopia II. Music from Ethiopia","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Sent to A. L. by Dr. H. Fleming of American Museum of Natural History, dubbed recordings in Addis Ababa by Abebe; Includes Imperial Bodyguard Band, Army Band, Police Band, and Patriotic Association Band.",@ALC1960s-70sEthiopiaII
0661,,8.98,38.75,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Addis Ababa, Ethiopia",10495,,,,T1541.5,,,,"Mixed chorus, lute",Male and Female Voices; Lute,,,Ayelework Abebe,,Previously Unpublished,"Ayele Abebe, Ethiopia II. Music from Ethiopia","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Sent to A. L. by Dr. H. Fleming of American Museum of Natural History, dubbed recordings in Addis Ababa by Abebe; Includes Imperial Bodyguard Band, Army Band, Police Band, and Patriotic Association Band.",@ALC1960s-70sEthiopiaII
0662,712,12.8,45.03,Western Asia,Arabian Peninsula,S Arabian Peninsula,Oman/ E Yemen,Kathiri Bedouin,"Camp of the Levies, Western Aden Protectorate",11936,,0:03:10,T5482R01,2C7.A1,Gathering Song of the Tribe of Awlaqi,,"Awlaqi men's song, the men start singing before they appear at the gathering place and continue with the song when they have arrived at the Tribal Convocation",Awlaqi men,Male Voices,,,Wolf Leslau,1950,Smithsonian Folkways,"Music of South Arabia. Folkways Records FE4421, 1951","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=7075,@FW1951MusicOfSouthArabia
0663,,12.8,45.03,Western Asia,Arabian Peninsula,S Arabian Peninsula,Oman/ E Yemen,Kathiri Bedouin,"Camp of the Levies, Western Aden Protectorate",11936,,0:01:23,,2C7.B1,Folk Song,Healing song,"Lyrics: ""Two persons came from Arqa, and from Bandar Ahwer. How wounded they were! They came broken; one of them, we have mended his bone, the second one we cannot. I am going to bring two people who can mend fractures.""",Female chorus; handclapping,Female Voices; Handclapping,,,Wolf Leslau,1950,Smithsonian Folkways,"Music of South Arabia. Folkways Records FE4421, 1951","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,https://folkways.si.edu/folk-song/islamica-world/music/track/smithsonian,@FW1951MusicOfSouthArabia
